Municipio;Cod_Municipio;Provincia;Cod_Provincia;Cod_INE;Población;Mancomunidades;Entidades Locales Menores;Comarca;Longitud;Latitud;CoordenadaX;CoordenadaY;Posición;presencia_de_comercio
FLORES DE ÁVILA;73;ÁVILA;05;05073;287;COMARCA DE LA MORAÑA,TIERRAS DE MORAÑA;;;-5.078097;40.934203;325049.67;4533532.23;40.93420299906603,-5.078096999999999;0
FRESNEDILLA;75;ÁVILA;05;05075;110;CAÑADA REAL;;;-4.621118;40.231956;362088.14;4454762.92;40.23195599906954,-4.621118;0
FUENTE EL SAÚZ;77;ÁVILA;05;05077;157;AGUA LOS ARENALES,COMARCA DE LA MORAÑA,TIERRAS DE MORAÑA;;;-4.909221;40.977514;339372.83;4538016.22;40.97751399906582,-4.909221;0
FUENTES DE AÑO;78;ÁVILA;05;05078;96;AGUA LOS ARENALES,COMARCA DE LA MORAÑA,TIERRAS DE MORAÑA;;;-4.898007;41.017549;340412.91;4542440.22;41.01754899906565,-4.898007;0
GALLEGOS DE ALTAMIROS;79;ÁVILA;05;05079;63;SIERRA DE AVILA-ESTE;;;-4.89866;40.709599;339616.52;4508254.13;40.70959899906708,-4.89866;0
GARGANTA DEL VILLAR;81;ÁVILA;05;05081;42;COMARCA DE GREDOS;;;-5.105238;40.449708;321475.48;4479800.76;40.4497079990684,-5.105238;0
GEMUÑO;83;ÁVILA;05;05083;147;VALLE DE AMBLÉS;;;-4.782303;40.592925;349183.42;4495096.07;40.59292499906766,-4.782303;0
GUTIERRE-MUÑOZ;90;ÁVILA;05;05090;71;COMARCA DE LA MORAÑA,RIBERA DEL ADAJA;;;-4.636491;40.982699;362329.94;4538126.07;40.982698999065796,-4.636491;0
HIGUERA DE LAS DUEÑAS;95;ÁVILA;05;05095;266;CAÑADA REAL;;;-4.601122;40.237883;363801.14;4455389.9;40.237882999069505,-4.601122;0
HORCAJO DE LAS TORRES;99;ÁVILA;05;05099;481;COMARCA DE LA MORAÑA,COMARCA DE MADRIGAL DE LAS ALTAS TORRES;;;-5.09062;41.064882;324342.79;4548065.33;41.06488199906543,-5.0906199999999995;0
LA COLILLA;61;ÁVILA;05;05061;341;VALLE DE AMBLÉS;;;-4.766502;40.646739;350640.49;4501043.07;40.64673899906739,-4.766502;0
LA HORCAJADA;97;ÁVILA;05;05097;495;BERROCAL-LA HORCAJADA;;;-5.466432;40.435305;290798.68;4478995.1;40.435304999068464,-5.466431999999999;0
LANGA;109;ÁVILA;05;05109;467;AGUA LOS ARENALES,COMARCA DE LA MORAÑA,COMARCA DE MADRIGAL DE LAS ALTAS TORRES;;;-4.859111;41.007554;343659.9;4541260.2;41.00755399906569,-4.859111;0
MARTIHERRERO;121;ÁVILA;05;05121;336;VALLE DE AMBLÉS;;;-4.781796;40.673934;349408.51;4504088.08;40.673933999067266,-4.781796000000001;0
MEDIANA DE VOLTOYA;123;ÁVILA;05;05123;119;;;;-4.5626;40.70062;367987.63;4506697.97;40.700619999067136,-4.5626;0
MESEGAR DE CORNEJA;126;ÁVILA;05;05126;57;BARCO Y PIEDRAHÍTA;;;-5.301507;40.501572;304980.66;4485973.85;40.50157199906813,-5.301507;0
MIJARES;127;ÁVILA;05;05127;743;VALLE DEL TIÉTAR;;;-4.838469;40.297768;343748.18;4462429.01;40.29776799906919,-4.838469;0
MONSALUPE;133;ÁVILA;05;05133;60;RIBERA DEL ADAJA;;;-4.781304;40.769202;349664.62;4514663.08;40.7692019990668,-4.7813039999999996;0
MUÑOGALINDO;138;ÁVILA;05;05138;325;VALLE DE AMBLÉS;;;-4.901397;40.603862;339131.44;4496521.12;40.60386199906761,-4.901397;0
NARROS DEL CASTILLO;147;ÁVILA;05;05147;159;COMARCA DE LA MORAÑA,TIERRAS DE MORAÑA;;;-5.059632;40.858961;326407.61;4525142.17;40.85896099906638,-5.059632;0
NARROS DEL PUERTO;148;ÁVILA;05;05148;29;VALLE DE AMBLÉS;;;-4.989677;40.540633;331503.44;4489667.04;40.54063299906793,-4.9896769999999995;0
NAVA DEL BARCO;153;ÁVILA;05;05153;79;BARCO Y PIEDRAHÍTA;;;-5.541534;40.293301;283974.71;4463411.18;40.2933009990692,-5.541534;0
NAVALPERAL DE TORMES;162;ÁVILA;05;05162;87;SIERRA DE GREDOS-CENTRAL;;;-5.30008;40.352879;304671.63;4469463.87;40.3528789990689,-5.30008;0
NAVAQUESERA;164;ÁVILA;05;05164;22;ALBERCHE;;;-4.908764;40.425026;338078.3;4476682.02;40.425025999068524,-4.908764;0
NAVARREDONDA DE GREDOS;165;ÁVILA;05;05165;424;COMARCA DE GREDOS;;;-5.136119;40.362113;318621.47;4470139.73;40.36211299906884,-5.136118999999999;0
NEILA DE SAN MIGUEL;171;ÁVILA;05;05171;65;BARCO Y PIEDRAHÍTA;;;-5.651008;40.424615;275105.66;4478262.11;40.42461499906852,-5.651008;0
PADIERNOS;176;ÁVILA;05;05176;280;VALLE DE AMBLÉS;;;-4.844785;40.621932;343963.44;4498425.1;40.62193199906752,-4.844785;0
PALACIOS DE GODA;178;ÁVILA;05;05178;387;AGUA LOS ARENALES,COMARCA DE LA MORAÑA,TIERRAS DE MORAÑA;;;-4.784989;41.117852;350144.06;4553375.21;41.1178519990652,-4.7849889999999995;0
PAPATRIGO;179;ÁVILA;05;05179;228;COMARCA DE LA MORAÑA,TIERRAS DE MORAÑA;;;-4.831484;40.870151;345663.7;4525957.12;40.87015099906631,-4.831484000000001;0
PEDRO BERNARDO;182;ÁVILA;05;05182;807;VALLE DEL TIÉTAR;;;-4.914357;40.243188;337167.18;4456507.04;40.24318799906949,-4.914357000000001;0
PEÑALBA DE ÁVILA;185;ÁVILA;05;05185;116;COMARCA DE LA MORAÑA,RIBERA DEL ADAJA;;;-4.747349;40.771991;352536.65;4514915.05;40.77199099906679,-4.747349;0
PIEDRAHITA;186;ÁVILA;05;05186;1754;AGUAS DE PIEDRAHITA-MALPARTIDA DE CORNEJA,BARCO Y PIEDRAHÍTA;;;-5.32792;40.463777;302631.67;4481836.88;40.463776999068315,-5.327919999999999;0
POVEDA;188;ÁVILA;05;05188;38;VALLE DE AMBLÉS;;;-5.079677;40.566287;323948.5;4492690.94;40.566286999067806,-5.079677;0
PRADOSEGAR;191;ÁVILA;05;05191;104;VALLE DE AMBLÉS;;;-5.071943;40.548779;324557.49;4490731.93;40.548778999067885,-5.071942999999999;0
RIOFRÍO;195;ÁVILA;05;05195;196;VALLE DE AMBLÉS;;;-4.777999;40.547284;349445.36;4490022.07;40.54728399906789,-4.777999;0
SALVADIÓS;198;ÁVILA;05;05198;67;COMARCA DE LA MORAÑA,TIERRAS DE MORAÑA;;;-5.096168;40.876831;323375.6;4527199.19;40.87683099906629,-5.096168;0
SAN ESTEBAN DE LOS PATOS;206;ÁVILA;05;05206;23;RIBERA DEL ADAJA;;;-4.624733;40.746082;362831.67;4511839.98;40.74608199906691,-4.624733;0
SAN GARCÍA DE INGELMOS;209;ÁVILA;05;05209;71;AGUAS DE LA PRESA DE GAMONAL;;;-5.11618;40.769932;321402.53;4515372.11;40.7699319990668,-5.11618;0
SAN JUAN DEL MOLINILLO;212;ÁVILA;05;05212;206;ALBERCHE;;;-4.819256;40.458927;345749.28;4480285.05;40.45892699906834,-4.819256;0
SAN JUAN DEL OLMO;213;ÁVILA;05;05213;85;AGUAS DE LA PRESA DE GAMONAL,SIERRA DE AVILA-ESTE;;;-5.05025;40.653173;326664.49;4502278.05;40.653172999067365,-5.050249999999999;0
SAN MARTÍN DEL PIMPOLLAR;216;ÁVILA;05;05216;188;COMARCA DE GREDOS;;;-5.056128;40.368438;325430.38;4470680.85;40.36843799906882,-5.056128;0
SAN MIGUEL DE CORNEJA;217;ÁVILA;05;05217;53;BARCO Y PIEDRAHÍTA;;;-5.286652;40.487724;306199.65;4484403.82;40.487723999068194,-5.286652;0
SAN PASCUAL;219;ÁVILA;05;05219;43;COMARCA DE LA MORAÑA,PUEBLOS DE LA MORAÑA,RIBERA DEL ADAJA;;;-4.756622;40.882395;351999.77;4527187.08;40.88239499906627,-4.756622;0
SANTA MARÍA DE LOS CABALLEROS;226;ÁVILA;05;05226;66;BARCO Y PIEDRAHÍTA;;;-5.451576;40.388177;291913.69;4473728.08;40.38817699906871,-5.451576;0
SANTA MARÍA DEL BERROCAL;225;ÁVILA;05;05225;373;AGUAS DEL TORMES,BERROCAL-LA HORCAJADA;;;-5.406048;40.509532;296145.68;4487094.04;40.50953199906808,-5.406048;0
SANTA MARÍA DEL TIÉTAR;227;ÁVILA;05;05227;484;CAÑADA REAL;;;-4.554992;40.304015;367854.2;4462660.89;40.30401499906915,-4.554992000000001;0
SANTO DOMINGO DE LAS POSADAS;229;ÁVILA;05;05229;72;RIBERA DEL ADAJA;;;-4.633024;40.812408;362268.75;4519215.99;40.81240799906659,-4.633023999999999;0
SOLOSANCHO;238;ÁVILA;05;05238;815;VALLE DE AMBLÉS;;;-4.906181;40.554221;338607.4;4491019.11;40.55422099906785,-4.906180999999999;0
