Código|Ubicación|Fecha (AAAA-MM-DD)|Precipitación (mm)|ETo (P.Monteith mm)|Temperatura media (ºC)|Temperatura máxima (ºC)|Temperatura mínima (ºC)|Humedad relativa media (%)|Humedad relativa máxima (%)|Humedad relativa mínima (%)|Vel. viento media (m/s)|Dir. viento (º)|Vel. viento máxima (m/s)|Dir. viento racha máxima (º)|Radiación total diaria (MJ/m2)
LE01|CARRACEDELO|2021-07-16|0.0|5.32|21.57|33.78|8.37|58.65|97.4|17.52|0.64|19.81|4.15|326.0|28.64
LE02|MANSILLA_MAYOR|2021-07-16|0.0|5.39|19.63|31.3|7.82|56.18|96.6|16.76|0.64|319.4|3.18|62.92|30.94
LE03|CUBILLAS_DE_LOS_OTEROS|2021-07-16|0.0|5.37|19.6|31.07|7.98|54.75|94.6|13.01|0.78|8.16|2.76|295.8|29.64
LE04|ZOTES_DEL_PÁRAMO|2021-07-16|0.0|5.5|18.8|30.63|7.71|61.01|96.9|12.03|0.81|20.97|3.75|94.3|30.93
LE05|QUINTANA_DEL_MARCO|2021-07-16|0.0|5.11|18.34|30.18|6.67|67.21|98.3|19.36|0.55|39.91|2.75|108.8|30.5
LE06|HOSPITAL_DE_ORBIGO|2021-07-16|0.0|5.27|18.61|29.53|6.92|58.75|94.0|19.02|0.74|48.95|3.03|155.0|30.32
LE07|BUSTILLO_DEL_PÁRAMO|2021-07-16|0.0|5.41|18.42|27.97|7.92|60.63|100.0|20.57|1.22|323.4|3.51|70.3|29.01
LE08|SAHAGÚN|2021-07-16|0.0|7.12|21.91|31.46|10.4|34.0|66.17|10.38|1.97|67.57|5.83|89.3|32.03
LE09|SANTAS_MARTAS|2021-07-16|0.0|6.97|21.22|31.08|10.59|36.48|60.36|10.7|1.99|72.3|5.35|72.6|30.53
P01|TORQUEMADA|2021-07-16|0.0|7.09|19.85|31.81|7.86|50.6|92.3|11.33|2.21|55.25|5.76|79.7|29.76
P02|VILLAMURIEL_DE_CERRATO|2021-07-16|0.0|6.09|20.62|32.33|8.21|49.41|90.7|12.85|1.34|59.9|4.34|68.2|28.76
P03|FUENTES_DE_NAVA|2021-07-16|0.0|6.21|20.02|29.81|9.27|53.64|91.8|19.36|1.7|60.98|5.71|53.28|30.18
P04|VILLOLDO|2021-07-16|0.0|6.59|19.7|31.1|6.78|52.11|97.4|12.93|1.91|51.71|5.21|33.08|29.78
P06|HERRERA_DE_PISUERGA|2021-07-16|0.0|6.37|18.83|28.93|7.2|52.72|92.7|16.72|2.07|28.63|5.59|35.85|29.96
P07|VILLALUENGA_DE_LA_VEGA|2021-07-16|0.0|5.27|18.99|29.06|7.42|50.77|88.5|13.93|0.61|245.1|4.74|162.8|31.58
P08|LANTADILLA|2021-07-16|0.0|7.05|19.07|29.95|8.35|53.89|92.2|14.83|2.58|58.98|6.41|52.6|30.27
P101|VILLAELES_DE_VALDAVIA|2021-07-16|0.0|7.07|18.62|29.23|5.38|51.0|92.2|13.33|2.4|214.6|7.05|246.0|33.37
SA01|CIUDAD_RODRIGO|2021-07-16|0.0|5.79|24.31|34.32|11.89|46.66|88.9|21.63|0.84|100.5|4.64|14.8|29.06
SA03|ALDEARRUBIA|2021-07-16|0.0|6.19|21.73|31.0|11.56|48.74|83.6|23.53|1.38|53.68|5.26|78.6|30.87
SA101|ARABAYONA|2021-07-16|0.0|5.3|19.56|30.88|8.34|51.07|87.2|17.24|0.55|345.1|1.22|334.7|31.23
SA102|EJEME|2021-07-16|0.0|6.47|21.17|32.95|10.45|52.08|88.3|22.07|1.39|181.6|4.19|120.6|31.45
SG01|GOMEZSERRACÍN|2021-07-16|0.0|6.15|21.52|33.23|5.5|49.64|100.0|14.04|1.21|355.3|5.12|280.3|30.33
SG02|NAVA_DE_LA_ASUNCIÓN|2021-07-16|0.0|5.94|21.3|33.49|7.38|51.02|100.0|17.81|1.11|316.4|5.38|281.4|29.24
SO01|ALMAZÁN|2021-07-16|0.0|6.44|19.98|31.59|5.92|47.71|91.3|12.26|1.99|116.29|4.86|37.73|26.49
SO02|SAN_ESTEBAN_DE_GORMAZ|2021-07-16|0.0|5.84|20.26|32.27|8.06|46.96|90.1|12.53|1.01|314.0|4.8|277.3|30.19
SO03|FUENTECANTOS|2021-07-16|0.0|5.56|17.96|30.54|2.58|50.9|95.8|17.4|1.18|67.9|5.44|36.17|28.42
SO101|HINOJOSA_DEL_CAMPO|2021-07-16|0.0|6.29|19.19|28.13|7.19|47.75|78.4|20.74|2.97|22.94|9.57|28.78|24.18
VA01|MAYORGA|2021-07-16|0.0|6.35|21.39|32.37|7.81|42.51|85.1|11.09|1.39|54.53|4.83|71.5|30.52
VA02|TORRECILLA_DE_LA_ORDEN|2021-07-16|0.0|6.54|21.67|32.41|10.15|42.6|84.2|14.59|1.62|3.94|4.79|288.9|29.75
VA03|OLMEDO|2021-07-16|0.0|6.4|21.68|33.11|7.62|44.28|90.6|14.4|1.34|349.1|5.48|234.2|31.04
VA05|ENCINAS_DE_ESGUEVA|2021-07-16|0.0|6.28|20.92|32.26|9.27|47.45|85.2|12.88|1.97|63.97|6.91|24.1|23.63
VA06|TORDESILLAS|2021-07-16|0.0|6.05|22.83|33.66|10.06|43.11|86.0|12.63|1.16|77.3|4.59|96.2|28.76
VA07|VALBUENA_DE_DUERO|2021-07-16|0.0|6.24|21.9|32.75|8.64|43.53|84.5|11.2|1.29|83.0|5.72|37.54|30.12
VA08|MEDINA_DE_RIOSECO|2021-07-16|0.0|6.57|20.19|31.33|9.8|49.94|91.4|11.69|1.66|46.81|4.36|81.3|30.83
VA101|FINCA_ZAMADUEÑAS|2021-07-16|0.0|6.95|21.58|32.45|10.71|44.01|84.8|8.84|1.87|336.5|5.58|314.6|30.11
VA102|MEDINA_DEL_CAMPO|2021-07-16|0.0|7.32|22.51|33.0|11.18|39.87|76.01|15.57|2.14|210.4|4.91|216.2|30.92
VA103|RUEDA|2021-07-16|0.0|5.23|22.43|33.09|11.24|42.73|84.0|13.41|0.6|24.03|4.39|247.7|28.2
VA104|VILLALÃ³N_DE_CAMPOS|2021-07-16|0.0|7.84|21.48|31.49|10.43|45.11|80.3|14.63|2.92|51.58|6.73|85.8|31.86
ZA01|COLINAS_DE_TRASMONTE|2021-07-16|0.0|5.22|21.09|32.57|7.53|49.8|94.1|12.72|0.54|84.8|4.3|57.28|29.81
ZA02|VILLARALBO|2021-07-16|0.0|5.9|20.98|32.63|9.7|53.48|90.6|12.76|0.93|48.69|3.64|50.77|31.06
ZA04|VILLALPANDO|2021-07-16|0.0|7.33|21.79|32.46|8.7|39.72|86.8|9.22|2.26|56.48|7.26|67.33|30.31
ZA05|POZUELO_DE_TÁBARA|2021-07-16|0.0|5.73|21.49|32.07|10.07|38.69|77.5|10.56|0.96|28.51|4.14|82.7|29.54
ZA06|BARCIAL_DEL_BARCO|2021-07-16|0.0|5.97|21.7|31.85|9.04|49.14|96.6|13.51|1.03|359.6|4.09|322.2|31.23
ZA08|TORO|2021-07-16|0.0|6.09|22.8|33.31|11.1|41.1|80.1|10.99|1.1|24.2|5.4|52.6|29.88
AV01|NAVA_DE_ARÉVALO|2021-02-21|11.96|2.41|6.96|12.51|1.49|78.78|100.0|30.94|4.66|204.3|12.45|159.0|4.06
AV101|MUÑOGALINDO|2021-02-21|6.4|2.41|5.65|11.27|0.16|77.08|100.0|33.99|6.1|21.72|17.53|112.2|3.31
BU02|VALLE_DE_VALDELUCIO|2021-02-21|20.2|1.76|7.36|10.72|1.42|69.89|100.0|32.93|3.18|101.2|9.51|1.04|2.12
BU03|LERMA|2021-02-21|8.12|1.42|8.74|11.43|4.3|71.6|100.0|44.08|2.4|140.0|7.64|126.6|2.79
BU04|TARDAJOS|2021-02-21|12.46|1.43|8.69|11.31|2.81|70.9|96.4|38.86|2.03|87.0|8.56|7.99|2.84
BU05|VADOCONDES|2021-02-21|4.82|1.44|9.0|11.94|3.14|68.61|97.0|45.28|2.22|144.0|7.88|216.4|3.61
BU07|SANTA_GADEA_DEL_CID|2021-02-21|21.6|1.18|9.83|11.56|4.47|75.1|96.1|61.32|2.34|176.9|8.42|319.4|3.61
BU102|CONDADO_DE_TREVIÑO|2021-02-21|0.8|1.82|9.5|11.38|5.69|72.46|86.7|61.31|6.47|163.08|13.1|225.9|3.43
LE01|CARRACEDELO|2021-02-21|7.79|1.51|7.7|12.36|3.97|75.5|94.7|42.76|1.96|260.8|6.37|245.0|5.24
LE02|MANSILLA_MAYOR|2021-02-21|16.77|1.09|6.6|10.21|2.17|82.8|100.0|58.34|2.3|97.4|6.99|87.1|2.25
LE03|CUBILLAS_DE_LOS_OTEROS|2021-02-21|13.6|1.17|6.26|10.17|2.48|81.4|95.1|63.4|3.09|105.5|7.83|130.2|2.58
LE04|ZOTES_DEL_PÁRAMO|2021-02-21|4.65|1.08|6.13|9.0|2.72|83.3|94.5|64.27|2.82|79.3|8.97|180.5|2.51
LE05|QUINTANA_DEL_MARCO|2021-02-21|4.87|0.91|6.33|9.0|3.49|85.5|96.0|69.38|2.18|278.7|8.8|139.0|2.59
LE06|HOSPITAL_DE_ORBIGO|2021-02-21|8.04|1.1|5.58|8.46|3.41|84.3|93.8|57.31|2.31|336.7|6.27|312.0|2.32
LE07|BUSTILLO_DEL_PÁRAMO|2021-02-21|8.36|1.12|5.66|8.45|3.18|88.4|100.0|58.54|3.15|359.6|8.91|124.7|2.1
LE08|SAHAGÚN|2021-02-21|14.95|1.42|7.03|10.48|2.63|77.5|98.4|51.59|3.32|155.5|8.09|134.1|2.68
LE09|SANTAS_MARTAS|2021-02-21|17.93|1.22|6.33|9.6|1.59|82.0|98.2|60.25|3.49|120.1|8.08|126.0|2.62
P01|TORQUEMADA|2021-02-21|5.15|1.54|8.7|11.34|4.33|68.87|94.5|36.18|2.2|133.6|7.2|139.4|2.56
P02|VILLAMURIEL_DE_CERRATO|2021-02-21|8.03|1.55|8.92|12.46|3.94|73.7|100.0|39.07|2.21|192.4|6.46|170.7|3.68
P03|FUENTES_DE_NAVA|2021-02-21|10.6|1.25|7.55|12.48|3.36|79.7|96.1|55.46|2.01|152.9|5.33|127.8|3.27
P04|VILLOLDO|2021-02-21|9.8|1.34|7.79|11.48|3.88|80.2|100.0|56.61|2.9|170.1|6.61|143.2|4.27
P06|HERRERA_DE_PISUERGA|2021-02-21|12.71|1.31|6.63|8.58|1.87|75.7|96.1|48.06|2.88|126.6|7.8|88.1|2.1
P07|VILLALUENGA_DE_LA_VEGA|2021-02-21|12.12|1.22|8.29|12.37|3.14|77.8|95.4|53.05|1.74|159.0|5.33|350.2|3.24
P08|LANTADILLA|2021-02-21|10.74|1.59|8.44|10.88|3.43|71.9|96.6|39.48|2.78|152.1|8.08|178.5|2.5
P101|VILLAELES_DE_VALDAVIA|2021-02-21|9.41|1.11|6.5|8.88|2.6|78.21|94.4|63.33|2.96|313.7|7.71|296.7|2.89
SA01|CIUDAD_RODRIGO|2021-02-21|13.6|1.79|7.63|13.87|3.92|77.9|98.6|39.15|2.49|234.6|13.03|205.1|3.78
SA03|ALDEARRUBIA|2021-02-21|12.54|1.95|6.82|12.64|2.98|79.8|100.0|30.88|2.84|232.6|10.59|189.1|3.5
SA101|ARABAYONA|2021-02-21|11.59|1.2|6.19|11.74|2.05|72.3|95.1|27.59|0.87|164.0|2.16|154.9|4.28
SA102|EJEME|2021-02-21|14.38|2.49|6.61|13.09|2.29|76.62|97.8|29.4|4.37|31.32|16.08|348.3|3.27
SG01|GOMEZSERRACÍN|2021-02-21|11.74|1.96|8.33|12.55|2.48|73.2|100.0|33.31|3.11|186.7|8.65|161.2|4.45
SG02|NAVA_DE_LA_ASUNCIÓN|2021-02-21|10.49|1.77|7.29|11.69|2.45|81.6|100.0|46.36|3.87|201.0|11.49|179.9|4.79
SO01|ALMAZÁN|2021-02-21|2.45|1.34|6.95|11.78|1.91|82.9|100.0|63.21|3.45|116.6|10.27|113.1|5.65
SO02|SAN_ESTEBAN_DE_GORMAZ|2021-02-21|9.22|1.56|8.69|12.31|2.43|69.98|97.8|52.64|2.9|128.7|8.82|97.1|6.52
SO03|FUENTECANTOS|2021-02-21|0.6|1.42|7.22|10.29|3.63|78.4|96.8|58.96|3.89|100.1|11.24|95.3|5.35
SO101|HINOJOSA_DEL_CAMPO|2021-02-21|0.0|1.59|7.09|9.53|5.1|81.6|96.4|61.35|6.39|117.7|13.18|94.6|7.8
VA01|MAYORGA|2021-02-21|10.85|1.17|6.72|10.91|2.43|80.1|95.6|61.5|2.42|178.4|6.88|117.6|3.39
VA02|TORRECILLA_DE_LA_ORDEN|2021-02-21|7.04|1.58|7.1|11.41|3.52|77.3|97.1|41.46|2.53|214.4|9.46|255.9|3.88
VA03|OLMEDO|2021-02-21|9.6|2.03|7.9|12.68|3.36|76.6|100.0|43.75|4.64|185.5|10.75|165.4|4.11
VA05|ENCINAS_DE_ESGUEVA|2021-02-21|4.87|1.46|8.68|11.83|4.11|68.71|92.8|35.27|1.74|146.9|6.28|86.3|2.95
VA06|TORDESILLAS|2021-02-21|7.4|1.63|8.46|13.07|3.98|74.2|99.1|38.55|2.24|220.0|8.95|277.1|3.61
VA07|VALBUENA_DE_DUERO|2021-02-21|6.5|1.68|8.77|12.13|4.29|68.91|92.1|45.27|2.85|178.3|8.4|134.9|4.12
VA08|MEDINA_DE_RIOSECO|2021-02-21|9.22|1.57|7.52|12.15|2.79|77.5|99.5|47.77|2.92|195.5|7.22|177.1|3.92
VA102|MEDINA_DEL_CAMPO|2021-02-21|7.07|2.09|8.04|12.15|4.08|71.94|95.8|37.24|3.92|12.32|10.56|317.9|4.57
VA103|RUEDA|2021-02-21|7.1|2.11|8.0|12.51|3.76|74.8|100.0|30.4|3.43|180.7|8.08|126.7|4.24
VA104|VILLALÃ³N_DE_CAMPOS|2021-02-21|8.3|1.42|7.32|11.68|2.84|83.5|100.0|55.75|3.44|176.1|8.68|314.7|3.04
ZA01|COLINAS_DE_TRASMONTE|2021-02-21|5.89|0.97|7.16|9.87|2.92|79.9|95.0|59.06|1.43|134.5|6.91|151.2|2.64
ZA02|VILLARALBO|2021-02-21|6.14|1.56|7.5|12.04|4.29|80.1|98.2|42.41|2.45|199.7|9.07|219.6|3.5
ZA04|VILLALPANDO|2021-02-21|8.0|1.18|6.92|10.71|3.37|81.9|96.0|63.49|2.9|199.5|7.02|264.2|3.21
ZA05|POZUELO_DE_TÁBARA|2021-02-21|2.7|1.17|6.51|10.85|2.75|84.2|97.0|51.71|1.72|223.9|10.74|185.2|3.5
ZA06|BARCIAL_DEL_BARCO|2021-02-21|6.36|1.1|7.98|11.21|3.64|79.4|98.5|53.32|1.59|155.8|7.7|159.3|2.75
ZA08|TORO|2021-02-21|6.84|1.52|8.2|11.44|5.15|77.3|95.2|44.67|2.48|220.0|7.03|141.3|3.55
AV01|NAVA_DE_ARÉVALO|2021-05-11|0.0|3.29|8.77|14.51|2.13|71.75|100.0|41.43|3.86|256.5|8.23|268.0|19.43
AV101|MUÑOGALINDO|2021-05-11|0.0|3.33|7.35|12.71|2.01|71.34|91.4|47.66|4.17|90.3|8.77|40.53|23.63
BU02|VALLE_DE_VALDELUCIO|2021-05-11|1.22|3.14|7.07|13.31|1.62|72.7|100.0|40.91|3.64|241.1|9.95|237.8|19.84
BU03|LERMA|2021-05-11|1.02|3.16|8.58|14.01|2.7|70.2|99.2|41.93|1.49|248.0|5.73|209.3|22.66
BU04|TARDAJOS|2021-05-11|0.8|3.02|7.81|13.45|1.34|73.4|95.5|47.09|2.98|240.3|8.22|245.0|20.11
BU05|VADOCONDES|2021-05-11|0.8|3.2|9.13|14.01|4.96|72.3|93.3|44.58|3.05|248.8|6.99|229.2|20.01
BU07|SANTA_GADEA_DEL_CID|2021-05-11|0.0|3.64|11.19|16.86|5.5|60.24|93.0|34.66|2.35|261.7|7.7|289.0|20.88
BU101|VALLE_DE_LOSA|2021-05-11|0.0|1.1|8.78|15.75|2.8|79.7|96.2|51.18|0.97|137.0|7.05|116.4|1.02
BU102|CONDADO_DE_TREVIÑO|2021-05-11|3.0|3.65|10.69|16.0|5.53|61.43|94.2|32.93|1.87|252.2|4.7|252.5|23.4
LE01|CARRACEDELO|2021-05-11|5.13|2.64|9.43|14.94|4.25|75.1|94.5|42.81|1.77|255.6|6.86|260.9|14.74
LE02|MANSILLA_MAYOR|2021-05-11|0.2|2.82|7.74|13.39|1.71|73.7|99.0|49.26|3.38|228.1|8.78|231.7|18.08
LE03|CUBILLAS_DE_LOS_OTEROS|2021-05-11|0.4|3.12|8.08|13.73|1.82|70.9|94.9|44.56|3.09|224.2|9.15|233.1|20.06
LE04|ZOTES_DEL_PÁRAMO|2021-05-11|0.1|3.64|8.07|14.22|1.58|69.6|94.2|38.56|3.91|243.9|11.6|238.5|23.51
LE05|QUINTANA_DEL_MARCO|2021-05-11|0.41|3.8|8.46|15.4|1.64|69.73|94.0|38.22|3.56|227.0|10.27|217.3|24.24
LE06|HOSPITAL_DE_ORBIGO|2021-05-11|0.4|3.12|7.79|13.44|2.61|69.56|90.8|44.4|2.67|230.8|7.2|189.0|20.67
LE07|BUSTILLO_DEL_PÁRAMO|2021-05-11|0.2|2.92|7.7|13.25|2.31|73.8|98.1|48.97|3.69|213.6|9.27|182.2|19.02
LE08|SAHAGÚN|2021-05-11|1.41|3.25|7.93|14.14|1.55|68.63|95.0|40.91|1.75|241.4|6.52|206.1|23.21
LE09|SANTAS_MARTAS|2021-05-11|0.39|3.13|7.34|12.86|0.58|73.6|95.0|48.11|4.04|241.2|10.22|213.4|21.88
P01|TORQUEMADA|2021-05-11|0.79|3.19|8.54|13.85|1.87|69.44|96.2|42.58|2.96|240.9|7.96|240.9|20.66
P02|VILLAMURIEL_DE_CERRATO|2021-05-11|0.21|3.15|9.22|14.64|3.27|68.93|97.9|43.51|2.46|247.8|6.98|225.1|20.25
P03|FUENTES_DE_NAVA|2021-05-11|0.8|3.29|8.46|15.15|0.82|71.7|97.9|40.09|2.76|238.8|7.68|275.5|20.34
P04|VILLOLDO|2021-05-11|0.8|3.27|8.0|14.23|1.53|74.5|100.0|45.47|3.11|253.6|8.64|250.5|22.69
P06|HERRERA_DE_PISUERGA|2021-05-11|1.03|3.43|7.24|13.23|0.47|69.86|97.2|38.11|3.66|237.5|9.55|277.0|23.04
P07|VILLALUENGA_DE_LA_VEGA|2021-05-11|1.21|2.89|7.11|12.5|1.27|74.3|96.0|49.15|1.63|267.4|7.91|285.9|21.76
P08|LANTADILLA|2021-05-11|0.9|3.26|7.89|13.84|0.38|70.6|97.0|41.27|3.09|254.8|8.11|259.1|21.46
P101|VILLAELES_DE_VALDAVIA|2021-05-11|0.98|3.39|6.91|12.67|0.66|69.36|94.1|34.64|3.62|77.22|5.59|55.9|21.76
SA01|CIUDAD_RODRIGO|2021-05-11|0.2|3.08|10.53|16.23|4.51|72.2|100.0|43.95|1.47|234.1|5.72|182.3|19.83
SA03|ALDEARRUBIA|2021-05-11|0.2|3.39|9.01|14.56|3.47|75.4|100.0|46.1|3.52|252.4|9.09|232.9|23.07
SA101|ARABAYONA|2021-05-11|0.0|3.18|8.21|13.39|2.74|68.88|92.6|39.95|0.98|188.9|1.66|152.4|23.85
SA102|EJEME|2021-05-11|0.0|3.5|8.83|14.61|2.76|72.07|94.8|45.45|2.87|59.31|7.54|49.68|24.47
SG01|GOMEZSERRACÍN|2021-05-11|0.2|3.18|8.89|13.81|3.42|71.6|100.0|41.77|2.8|245.2|8.1|243.1|20.64
SG02|NAVA_DE_LA_ASUNCIÓN|2021-05-11|0.1|3.16|9.0|14.02|3.45|74.5|100.0|47.21|3.19|258.5|7.15|247.3|21.18
SO01|ALMAZÁN|2021-05-11|1.81|2.96|7.31|12.24|3.58|74.0|95.1|43.37|3.24|276.1|8.5|289.8|19.0
SO02|SAN_ESTEBAN_DE_GORMAZ|2021-05-11|0.0|2.99|8.7|13.11|4.98|69.21|91.6|45.45|3.4|269.1|9.16|301.0|17.59
SO03|FUENTECANTOS|2021-05-11|0.2|3.06|6.75|11.54|2.38|73.8|96.9|45.73|3.43|247.3|8.9|254.8|22.54
SO101|HINOJOSA_DEL_CAMPO|2021-05-11|0.2|3.1|7.25|12.47|2.68|70.5|98.1|43.9|4.76|254.1|12.49|256.0|19.6
VA01|MAYORGA|2021-05-11|0.6|3.26|7.93|14.49|0.71|71.9|97.1|43.99|2.47|245.8|9.54|286.7|22.61
VA02|TORRECILLA_DE_LA_ORDEN|2021-05-11|0.2|3.4|8.92|15.11|2.27|70.1|97.7|39.39|2.83|252.5|8.69|273.4|21.22
VA03|OLMEDO|2021-05-11|0.6|3.2|9.08|14.47|3.16|72.0|100.0|43.47|3.72|235.5|7.89|275.2|19.19
VA05|ENCINAS_DE_ESGUEVA|2021-05-11|0.41|3.02|8.89|14.06|4.17|68.83|90.8|42.02|2.2|233.7|6.35|225.4|18.44
VA06|TORDESILLAS|2021-05-11|0.0|3.36|9.75|16.33|0.58|66.92|99.3|34.59|2.2|266.7|6.76|247.3|19.7
VA07|VALBUENA_DE_DUERO|2021-05-11|0.39|3.73|9.68|14.75|4.95|63.81|86.3|37.93|3.41|268.9|7.98|247.3|22.28
VA08|MEDINA_DE_RIOSECO|2021-05-11|0.41|2.98|8.23|14.3|1.72|75.0|100.0|42.11|2.94|236.3|7.38|239.7|17.63
VA101|FINCA_ZAMADUEÑAS|2021-05-11|0.2|3.51|9.22|14.84|3.62|68.02|92.4|37.88|2.87|172.3|8.23|165.7|21.62
VA102|MEDINA_DEL_CAMPO|2021-05-11|0.2|3.47|9.49|14.85|3.37|65.27|92.2|35.55|3.07|71.37|8.26|84.0|19.67
VA104|VILLALÃ³N_DE_CAMPOS|2021-05-11|0.71|3.34|8.1|13.86|1.11|73.13|100.0|46.41|3.41|238.04|6.83|239.2|24.07
ZA01|COLINAS_DE_TRASMONTE|2021-05-11|0.2|3.0|8.12|14.33|-0.75|72.6|100.0|44.69|1.49|240.3|5.89|220.2|21.52
ZA02|VILLARALBO|2021-05-11|0.0|3.6|9.67|15.43|3.76|71.0|97.1|41.39|4.25|230.9|9.13|220.5|21.08
ZA04|VILLALPANDO|2021-05-11|0.2|3.51|8.56|15.71|0.44|72.4|99.6|41.53|2.88|246.2|8.04|227.6|23.06
ZA05|POZUELO_DE_TÁBARA|2021-05-11|0.1|3.16|8.61|13.97|2.76|72.3|94.5|47.45|2.87|250.2|7.73|251.9|21.38
ZA06|BARCIAL_DEL_BARCO|2021-05-11|0.0|3.42|9.52|15.81|2.07|69.23|97.7|42.29|1.98|224.1|6.87|218.7|23.08
ZA08|TORO|2021-05-11|0.2|3.41|9.88|15.29|3.94|70.4|95.7|43.28|3.31|240.6|8.79|223.6|20.78
AV01|NAVA_DE_ARÉVALO|2021-12-14|0.1|0.3|1.12|7.43|-2.02|95.2|96.0|93.8|1.15|57.35|3.89|32.75|6.93
AV101|MUÑOGALINDO|2021-12-14|0.0|1.42|2.99|15.21|-3.88|77.86|94.5|43.0|2.13|94.2|5.42|254.2|9.99
BU02|VALLE_DE_VALDELUCIO|2021-12-14|0.2|0.46|4.76|17.11|-2.97|75.3|100.0|28.92|0.39|249.3|2.07|349.8|7.0
BU03|LERMA|2021-12-14|0.2|0.28|2.2|14.95|-4.17|90.9|100.0|56.08|0.27|277.4|2.5|228.6|8.85
BU04|TARDAJOS|2021-12-14|0.2|0.45|3.8|16.12|-2.54|83.3|98.6|42.73|0.48|60.51|3.08|99.1|8.43
BU05|VADOCONDES|2021-12-14|0.2|0.53|2.03|15.15|-2.7|94.1|100.0|49.23|0.5|216.2|2.88|80.0|6.76
BU07|SANTA_GADEA_DEL_CID|2021-12-14|0.4|0.29|2.44|4.55|-0.65|99.1|100.0|98.4|0.54|261.5|2.18|296.4|2.84
BU102|CONDADO_DE_TREVIÑO|2021-12-14|0.2|0.27|2.38|4.63|-0.28|98.4|98.8|97.8|0.54|263.0|1.2|288.8|3.74
LE01|CARRACEDELO|2021-12-14|0.41|0.32|1.61|2.44|0.85|100.0|100.0|100.0|0.46|105.9|2.0|78.6|1.68
LE02|MANSILLA_MAYOR|2021-12-14|0.2|0.43|3.34|15.3|-3.14|86.2|100.0|40.66|0.49|335.9|2.13|38.97|8.5
LE03|CUBILLAS_DE_LOS_OTEROS|2021-12-14|0.0|0.53|3.73|13.53|-1.84|86.3|100.0|45.96|0.72|41.76|2.8|354.9|8.02
LE04|ZOTES_DEL_PÁRAMO|2021-12-14|0.0|0.53|4.03|13.0|-1.54|88.1|100.0|49.34|0.83|9.84|3.06|11.96|8.6
LE05|QUINTANA_DEL_MARCO|2021-12-14|0.2|0.45|4.66|13.34|-1.87|90.1|100.0|51.71|0.6|353.7|2.72|16.03|7.67
LE06|HOSPITAL_DE_ORBIGO|2021-12-14|0.2|0.5|4.55|15.05|-1.78|84.8|100.0|38.46|0.61|341.6|2.07|333.7|8.57
LE07|BUSTILLO_DEL_PÁRAMO|2021-12-14|0.2|0.64|3.26|14.3|-3.76|86.3|100.0|38.0|0.8|357.6|2.94|67.15|8.21
LE08|SAHAGÚN|2021-12-14|0.0|0.58|4.66|13.72|-1.46|81.7|99.7|50.43|0.94|322.2|4.46|318.8|8.63
LE09|SANTAS_MARTAS|2021-12-14|0.2|0.75|4.52|14.46|-2.02|81.1|96.2|39.94|1.06|8.24|2.99|24.63|8.74
P01|TORQUEMADA|2021-12-14|0.99|0.39|2.18|10.45|-2.12|96.3|99.7|76.5|0.75|113.4|3.11|49.31|5.88
P02|VILLAMURIEL_DE_CERRATO|2021-12-14|0.21|0.48|2.32|10.85|-0.98|98.0|100.0|70.0|0.81|277.1|3.2|34.95|5.0
P03|FUENTES_DE_NAVA|2021-12-14|0.4|0.4|2.71|12.06|-2.33|94.0|99.4|64.7|0.47|100.4|2.09|75.5|5.99
P04|VILLOLDO|2021-12-14|0.2|0.49|3.35|14.83|-1.77|93.0|100.0|53.42|0.65|19.58|2.93|61.45|8.38
P06|HERRERA_DE_PISUERGA|2021-12-14|0.21|0.44|-1.16|10.1|-6.12|89.3|100.0|42.57|0.58|349.6|2.84|332.9|7.1
P07|VILLALUENGA_DE_LA_VEGA|2021-12-14|0.0|0.75|5.02|16.35|-1.34|74.7|99.9|25.27|0.82|332.5|2.72|340.7|8.7
P08|LANTADILLA|2021-12-14|1.0|0.42|2.94|14.84|-2.48|92.1|99.9|54.44|0.49|1.0|2.56|53.83|7.79
P101|VILLAELES_DE_VALDAVIA|2021-12-14|0.2|1.04|3.32|16.69|-2.97|83.5|99.2|45.89|1.51|153.9|3.36|162.7|9.66
SA01|CIUDAD_RODRIGO|2021-12-14|0.0|0.38|2.54|4.84|0.03|97.9|100.0|90.1|0.93|83.3|2.8|84.3|2.75
SA03|ALDEARRUBIA|2021-12-14|0.2|0.28|1.4|3.39|-0.76|100.0|100.0|100.0|1.12|110.4|3.26|99.0|3.22
SA101|ARABAYONA|2021-12-14|0.0|0.3|0.42|1.76|-1.34|98.7|98.9|98.3|0.75|12.94|1.3|14.19|3.59
SA102|EJEME|2021-12-14|0.2|0.26|0.77|3.07|-1.32|100.0|100.0|100.0|1.53|230.8|3.28|275.4|3.37
SG01|GOMEZSERRACÍN|2021-12-14|0.2|0.28|0.85|4.15|-1.68|100.0|100.0|99.9|0.63|266.7|2.11|310.1|4.27
SG02|NAVA_DE_LA_ASUNCIÓN|2021-12-14|0.2|0.29|0.76|3.64|-1.42|100.0|100.0|99.9|0.77|21.39|2.47|97.8|3.17
SO01|ALMAZÁN|2021-12-14|0.2|0.61|3.14|16.63|-3.97|84.3|100.0|34.3|0.53|127.8|2.36|134.6|8.36
SO02|SAN_ESTEBAN_DE_GORMAZ|2021-12-14|0.21|0.72|3.52|17.32|-3.12|81.4|96.6|34.7|0.63|113.4|2.82|95.6|8.27
